query_id,theme,query,pmid,pubmed_url,title,journal,pub_year,abstract,found_by,grade
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,42114985,https://pubmed.ncbi.nlm.nih.gov/42114985/,Cancer Treatment Modalities and Female Fertility Preservation.,Pharmacotherapy,2026,"Oncofertility is the practice of joining oncology clinicians with reproductive endocrinologists to assess patients' tumor biology, tumor stage, and mutation analysis to discuss the infertility risks from tumor-directed treatments and provide fertility preservation opportunities to patients who will undergo or have received tumor-directed therapy since cancer treatments can affect fertility. Tumor-directed therapies, such as radiation and antineoplastic agents, have greatly expanded beyond traditional deoxyribonucleic acid (DNA)-damaging agents to encompass pharmacologic agents, such as targete",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,42199791,https://pubmed.ncbi.nlm.nih.gov/42199791/,Negative impacts of ovarian endometrioma on preantral follicle development: implications for endometriosis-related infertility.,Frontiers in endocrinology,2026,"Background: Endometriosis is a chronic, estrogen-dependent inflammatory disorder and a leading cause of female infertility. Ovarian endometriomas, a common manifestation of endometriosis, are commonly associated with diminished ovarian function; however, the mechanisms underlying endometrioma-induced follicular dysregulation remain poorly understood. Thus, we aimed to determine whether endometrioma fluid (EmF) compromises preantral follicle development via oxidative stress and tissue fibrosis.
Methods: EmF was collected from six patients during laparoscopic cystectomy or transvaginal ethanol s",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,42200849,https://pubmed.ncbi.nlm.nih.gov/42200849/,Transvaginal Expulsion of a Fibroid After Transvaginal Radiofrequency Ablation: A Complication or a Benefit?,Reports (MDPI),2026,"Uterine fibroids are among the most common benign tumors affecting women, with a prevalence reaching up to 50-60% in those over 40 years of age, although often underestimated due to asymptomatic cases. Radiofrequency ablation (RFA) represents a minimally invasive alternative to surgery for selected patients. We report the case of a 41-year-old woman with symptomatic uterine fibroids (FIGO type 4, size of 5 cm) treated with transvaginal RFA. One month post- treatment, the fibroid showed partial volume reduction. Two months after the procedure, the patient presented with foul-smelling discharge ",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41728978,https://pubmed.ncbi.nlm.nih.gov/41728978/,Fibroblast Growth Factor 11 Improves Fertility by Alleviating Intrauterine Adhesionss in Rats Through Inhibition of the Transforming Growth Factor-β1/Smad Pathway.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2026,"Intrauterine adhesion (IUA), a common gynecological disorder that severely impairs female reproductive health, can cause irreversible damage to patients' fertility. Notably, among patients undergoing surgical treatment, cases of severe intrauterine adhesion not only exhibit a higher postoperative recurrence rate but also present a more prominent tendency toward recurrent miscarriage. Studies have demonstrated that fibroblast growth factor 11 (FGF11) can promote the repair of vascular dysfunction-related damage. However, its role in IUA remains unclear. Clinical cohort analyses demonstrated tha",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,42206942,https://pubmed.ncbi.nlm.nih.gov/42206942/,Rethinking tissue reactions to radiation exposure: The tissue-sparing effect as a threshold for radiation-induced male infertility.,Annals of the ICRP,2026,"The principle of microbeam radiotherapy (MRT) is the delivery of a single high-dose fraction to a large treatment area divided into several smaller fields, to reduce the treatment's overall toxicity. Since the fundamental concept of MRT was first established, a notable tissue-sparing effect (TSE) has been confirmed in a large variety of species and tissue types, although the underlying biological mechanism in this process remains unclear. By coupling high-precision MRT with an ex-vivo mouse spermatogenesis model, we demonstrated the significant testicular TSE for maintaining spermatogenesis fo",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,42203511,https://pubmed.ncbi.nlm.nih.gov/42203511/,Annulus fracture underlies radiation-induced sperm dysfunction revealed by multimodal nano-imaging.,Life science alliance,2026,"Ionizing radiation impairs male fertility, but the ultrastructural lesions linking radiation to sperm dysfunction remain unclear. The sperm annulus, a ring structure essential for flagellar integrity, is a potential but unresolved target. Here, we integrate synchrotron X-ray ptychography, cryogenic soft X-ray tomography, electron microscopy, and confocal imaging for cross-scale visualization of radiation-induced injury. Ptychography enables quantitative imaging of the annulus at ∼40-nm resolution, bridging light and electron microscopy. In irradiated mice, we find annulus fracture, loss of cyt",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41746655,https://pubmed.ncbi.nlm.nih.gov/41746655/,Fertility Preservation in People With Cancer.,JAMA,2026,,bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41681897,https://pubmed.ncbi.nlm.nih.gov/41681897/,"Hodgkin Lymphoma-The Effect of Chemotherapy on Gonadal Function and Fertility Is Strongly Related to the Treatment Regimen, Age, and Sex: A Systematic Review and Meta-Analysis.",Cancers,2026,"Background/Objectives: Hodgkin lymphoma (HL) primarily affects individuals of reproductive age, making gonadal dysfunction after chemotherapy a critical survivorship concern. While fertility preservation options including gamete and gonadal tissue cryopreservation are available before treatment, evidence-based counseling requires regimen-specific risk estimates accounting for patient age and sex. Therefore, a meta-analysis was performed to assess presumed infertility in HL patients, stratified by chemotherapy regimen, age, and sex. Methods: This systematic review and meta-analysis, conducted w",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41717060,https://pubmed.ncbi.nlm.nih.gov/41717060/,Prenatal cadmium exposure and male infertility in mice: A multi-generational mechanistic study.,Eco-Environment & Health,2026,"Male infertility affects approximately one in seven couples worldwide. Prenatal cadmium (Cd) exposure has been shown to affect offspring phenotypes and increase susceptibility to diseases later in life. However, the effects of prenatal Cd exposure on multi-generational offspring fertility and the mechanisms remain unknown. A novel murine multi-generational (F1-F3 offspring) male subfertility model induced by prenatal Cd exposure was developed. The levels of testosterone and steroidogenic enzymes were also lower in these offspring's testes. The ubiquitin-dependent degradation of NR4A1, the upst",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,39428290,https://pubmed.ncbi.nlm.nih.gov/39428290/,Trends and Regional Differences for Fertility Preservation Procedures in Women With Breast Cancer.,Clinical breast cancer,2025,"INTRODUCTION: Breast cancer is the most common malignancy in women of reproductive age and chemotherapy protocols impair fertility, frequently necessitating fertility preservation (FP) referral. Embryo, oocyte, or ovarian tissue cryopreservation are established FP modalities in women with breast cancer but there are few data on their uptake over time. In this study our aim was to determine the regional time trends and utility differences for fertility preservation methods of reproductive tissue cryopreservation.
METHODS: This multicenter study included 1623 women diagnosed with breast cancer f",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41634190,https://pubmed.ncbi.nlm.nih.gov/41634190/,Nighttime-restricted feeding disrupts spermatogenesis in mice via gut microbiota-derived KYNA homeostasis.,Communications biology,2026,"Time-restricted feeding (TRF) may modulate metabolic homeostasis through circadian rhythms, but its effects on male fertility remain unclear. This study investigates how different TRF schedules influence testicular homeostasis and spermatogenesis, focusing on the gut-testis axis. Mice are subjected to daytime (DRF) or nighttime (NRF) restricted feeding, compared with ad libitum controls. The results show that NRF reduces testicular index and sperm quality, while DRF shows no adverse effects. Histological analysis confirms decreased numbers of spermatocytes and spermatozoa in the NRF group. 16S",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41720345,https://pubmed.ncbi.nlm.nih.gov/41720345/,"Review of reproductive health in males with cystic fibrosis: mechanism, diagnosis, treatment, and future directions.",Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists,2026,"OBJECTIVES: We aim to summarize the current knowledge of fertility in males with Cystic Fibrosis (MwCF) including reproductive outcomes, the role of the CFTR mutation in sperm function, patient perspectives for MwCF and review future directions.
METHODS: This narrative review synthesizes current literature and clinical guidance regarding male infertility in MwCF. Primary sources were identified through targeted database searches and cross-referencing bibliographies of landmark studies. Emphasis was placed on high-impact original research and clinical research that have shaped current practice.",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41929061,https://pubmed.ncbi.nlm.nih.gov/41929061/,Endometrial Hyperplasia Risk Is Increased by High-Fat Diet Via Estrogen-Driven Stromal Fibroblast Reprogramming Toward a Pro-Fibrotic State.,bioRxiv : the preprint server for biology,2026,"The uterine endometrium is capable of scarless regeneration under coordinated estrogen and progesterone signaling across the menstrual cycle. Obesity suppresses progesterone production, leading to chronic estrogen exposure and increased endometrial hyperplasia (EH) risk. To define how obesity alters endometrial cell states, endometrial tissues from control and EH-predisposed mice fed either a control diet or a high-fat diet (HFD) were analyzed by single-cell RNA sequencing and tissue phenotyping. HFD reprogrammed endometrial stroma towards an inflammatory, pro-fibrotic state, reducing progeste",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41643029,https://pubmed.ncbi.nlm.nih.gov/41643029/,The ovarian stroma as a therapeutic target.,"Science (New York, N.Y.)",2026,A drug with antifibrotic properties may improve fertility.,bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,42183350,https://pubmed.ncbi.nlm.nih.gov/42183350/,Assessing the Need for Reproductive Genetic Counseling Among Adults with Cystic Fibrosis.,Research square,2026,"Background Reproductive health has become an increasingly important focus for people with cystic fibrosis (CF), and guidelines have recommended routine inclusion of genetic counselors on care teams to address questions regarding infertility, pregnancy planning, prenatal diagnosis, and other reproductive health considerations. Despite this, implementation of genetic counseling is still lacking, and there is limited literature documenting patient perspectives on reproductive genetic counseling, particularly in the era of highly effective cystic fibrosis transmembrane conductance regulator (CFTR)",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,42160979,https://pubmed.ncbi.nlm.nih.gov/42160979/,Effectiveness of fertility health awareness strategies on fertility knowledge and childbearing: a randomized controlled trial.,Reproductive biomedicine online,2026,"RESEARCH QUESTION: What is the effect of fertility health screening (FHS) and fertility awareness tools (FAT) on parenthood intentions, as measured by the wife's intended age at first birth, compared with no intervention, 6 months after randomization?
DESIGN: An effectiveness-implementation hybrid type I trial with a multicentre three-arm parallel group open-label randomized controlled trial. Married Singaporean couples with wives aged between 25 and 34 years were randomized to FHS, FAT or no intervention. The primary outcome was the wife's intended age at first birth. Secondary outcomes inclu",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,40641682,https://pubmed.ncbi.nlm.nih.gov/40641682/,The Relationship between Female Genital Mutilation and Infertility: A systematic review and meta-analysis.,Sultan Qaboos University medical journal,2025,"This systematic review aimed to investigate the relationship between female genital mutilation (FGM) and infertility. Online databases were systematically searched up to January 2024 using MeSH keywords to retrieve relevant observational studies. The methodological quality of the analytical cross-sectional studies was assessed using the Newcastle-Ottawa Scale. Pooled odds ratios (OR) with 95% confidence intervals (CI) were calculated, and a random-effects meta-analysis was used to address any heterogeneity. Additionally, a sensitivity analysis was performed. A total of 5 analytical cross-secti",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41296685,https://pubmed.ncbi.nlm.nih.gov/41296685/,Molecular mechanisms of ovarian fibrosis.,Molecular human reproduction,2026,"Ovarian fibrosis is increasingly recognized as a pivotal factor contributing to ovarian ageing, dysfunction, and female infertility. It results from chronic or repetitive ovarian injury, such as that caused by repeated ovulation, which induces inflammation and excessive extracellular matrix (ECM) deposition, predominantly by activated fibroblasts and myofibroblasts. The key molecular pathways driving ovarian fibrosis include transforming growth factor-beta (TGF-β)/Smad signalling, Wnt/β-catenin, and PI3K/Akt pathways, which orchestrate fibroblast activation, ECM remodelling, and tissue stiffen",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41505817,https://pubmed.ncbi.nlm.nih.gov/41505817/,Reproductive outcomes following fertility preservation in women with endometriosis.,Reproductive biomedicine online,2026,"RESEARCH QUESTION: What are the fertility outcomes in women with endometriosis who attempt to conceive at least 2 years after undergoing fertility preservation.
DESIGN: This retrospective, observational, bicentric cohort study included women diagnosed with endometriosis confirmed by imaging (pelvic magnetic resonance imaging or ultrasonography) who underwent at least one controlled ovarian stimulation cycle for fertility preservation between 1 July 2013 and 31 December 2019.
RESULTS: Among 200 participants, follow-up data were available for 184, of whom 76 (41.3%) had attempted to conceive by ",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,42187753,https://pubmed.ncbi.nlm.nih.gov/42187753/,Effects of Alpha Particle Exposure on Genetic Stability and Morphogenesis in Drosophila melanogaster.,Biology,2026,"The study of genetic effects induced by low-dose alpha radiation associated with radon and its decay progeny is critically important for assessing radiation risks in regions with elevated natural background levels. The aim of this study was to evaluate the mutagenic effects (in germline cells) and teratogenic effects (in somatic tissues) of alpha radiation using the D. melanogaster model. To differentiate between these effects, teratogenic outcomes were analyzed in directly exposed individuals (phenotypic analysis of adults that developed from irradiated larvae), whereas mutagenic effects were",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41406609,https://pubmed.ncbi.nlm.nih.gov/41406609/,Iron: A double-edged sword of female reproductive health.,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),2026,"Iron is an essential micronutrient element for human. It participates in energy metabolism, enzyme activation, immune system and other metabolic functions. In this review, the potential role of iron in female reproductive health were considered. The effects of iron on female reproduction in this review are divided into two aspects: the effects of iron deficiency and iron overload. Iron deficiency and iron overload can affect the health of pregnant women and their babies. It will be discussed from three aspects, namely pregnant woman's health, fetal development and placental function. During ir",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41615509,https://pubmed.ncbi.nlm.nih.gov/41615509/,Safety and effectiveness of transcervical radiofrequency ablation for uterine fibroids in patients with obesity: a retrospective cohort study.,Archives of gynecology and obstetrics,2026,"KEY MESSAGE: Transcervical radiofrequency ablation is a low-risk, uterus-preserving option for symptomatic fibroids in women with obesity with significant improvement of bleeding disorder, including ≥ 40 kg/m2. Obesity should not preclude offering TFA.
OBJECTIVE: To evaluate the safety and effectiveness of transcervical radiofrequency ablation (TFA) for uterine fibroids in women with obesity.
METHODS: Retrospective multicenter cohort at two German Fibroid Centers. From 574 consecutive TFA cases, we included patients with BMI ≥ 30 kg/m2 and ≥ 6-month follow-up; those with incomplete data were e",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41687384,https://pubmed.ncbi.nlm.nih.gov/41687384/,Gestational fluoride exposure compromises ovarian function via SIRT1-ATF4 axis in female offspring.,Ecotoxicology and environmental safety,2026,"Fluoride exposure is linked to impaired reproductive capacity in female mammals. Ovarian reserve is established during fetal development. Maternal exposure to adverse environmental factors during pregnancy can impair offspring ovarian function, with prenatal fluoride exposure potentially contributing to ovarian dysfunction, though underlying mechanisms remain unclear. We established a model with C57BL/6 J mice that were given 100 mg/L sodium fluoride (NaF) from the 1st day of pregnancy to the 20th day. NaF exposure impaired ovarian function in female offspring, manifested as reduced ovarian re",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,42155037,https://pubmed.ncbi.nlm.nih.gov/42155037/,"Late gestational exposure to flutamide alters stromal composition and immune landscape in the rat mammary gland during pre-puberty, peri-puberty, and adulthood.",Toxicological sciences : an official journal of the Society of Toxicology,2026,"Perinatal development of the mammary gland is regulated by hormonal signals that influence cell proliferation, extracellular matrix remodeling, immune cell recruitment, and intracellular signaling. Although the role of estrogen in mammary gland development is well established, the impact of androgens remains less understood. To address this gap, we inhibited androgen signaling in utero using the anti-androgen flutamide (FLU) and investigated the effects on mammary gland development in rats. Using an integrative strategy combining histology, transcriptomics, lipidomics, cytokine profiling, and ",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,40971508,https://pubmed.ncbi.nlm.nih.gov/40971508/,Synergistic regulation of fibroblast phenotype by high-dose estrogen and matrix stiffness: implications for intrauterine adhesion therapy†.,Biology of reproduction,2026,"Intrauterine adhesion (IUA) is a leading cause of uterine infertility and often recurs post surgery due to limited treatments. Although estrogen is widely used to prevent recurrence, its efficacy remains unclear. A key characteristic of IUA is the excessive production of extracellular matrix (ECM) by activated myofibroblasts, which disrupts normal endometrial mechanics. Whether estrogen and ECM stiffness synergistically promote fibroblast to myofibroblast transition remains unknown. This study investigates why estrogen shows unsatisfactory efficacy in preventing IUA recurrence. We cultured cel",bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,40290311,https://pubmed.ncbi.nlm.nih.gov/40290311/,Fertility preservation: is there a model for gender-dysphoric youth?,Frontiers in endocrinology,2025,Assisted reproductive technologies (ART) and cryobiology advances over the past decades have offered hope to cancer patients who might not otherwise be able to have biological offspring due to the toxic nature of therapies that may lead to subfertility or infertility. Fertility preservation (FP) for youths with gender dysphoria (GD) poses an additional set of complications and obstacles because of the use of medications which block normal pubertal development such as gonadotropin-releasing hormone analogues (GnRHa) and medications which directly alter the genital tract such as cross sex hormon,bge_m3,
6,gyneco,impact de la radiofréquence des fibromes sur la fertilité,41424262,https://pubmed.ncbi.nlm.nih.gov/41424262/,Fertility preservation in endometriosis: current strategies and outcomes.,Minerva obstetrics and gynecology,2026,"Endometriosis is a frequent chronic estrogen-dependent condition that can significantly impair fertility and reduce the quality of life in affected individuals. Women with endometriosis face a 30-50% risk of infertility. Multifactorial factors such as peritoneal inflammation, altered ovarian reserve, impaired tubal function and modified endometrial receptivity have been proposed to contribute to infertility. Endometriosis has been highlighted as a condition that may require a fertility preservation to safeguard reproductive potential. This review aims to provide a comprehensive update on ferti",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,42200077,https://pubmed.ncbi.nlm.nih.gov/42200077/,Efficacy and safety of vismodegib in periocular and orbital basal cell carcinoma: a systematic review and meta-analysis.,Frontiers in medicine,2026,"Background: Periocular and orbital basal cell carcinoma (BCC) represents a therapeutic challenge due to its proximity to critical structures, the risk of disfigurement, and the potential need for exenteration in advanced disease. Vismodegib, a Hedgehog pathway inhibitor, offers a non-surgical alternative, but its overall efficacy and tolerability in this subset remain unclear.
Aim: This systematic review and meta-analysis aimed to evaluate the efficacy, safety, and recurrence outcomes of vismodegib in periocular and orbital BCC.
Methods: A systematic search of PubMed, Scopus, and Web of Scienc",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41419705,https://pubmed.ncbi.nlm.nih.gov/41419705/,Real-World Treatment Patterns of Patients with Basal Cell Carcinoma Using Sonidegib and Vismodegib: Discontinuation Rates and Clinical Conditions During Treatment.,Dermatology and therapy,2026,"INTRODUCTION: Sonidegib and vismodegib are Hedgehog pathway inhibitors (HHIs) approved for the treatment of locally advanced basal cell carcinoma (laBCC), as well as metastatic basal cell carcinoma (mBCC) for vismodegib. Few studies have compared real-world treatment patterns associated with HHI treatment. The objective of this study was to investigate the real-world treatment patterns and conditions of patients receiving HHIs for BCC.
METHODS: In this longitudinal study, claims from the Komodo Health Claims Database (between 2016 and 2023) were used to identify patients. Baseline characterist",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41657480,https://pubmed.ncbi.nlm.nih.gov/41657480/,Clinical Outcomes of Sonidegib in Vismodegib-Exposed Locally Advanced Basal Cell Carcinoma: Insights From a Multicenter Descriptive Study.,Journal of skin cancer,2026,"Background: Locally advanced basal cell carcinoma represents a therapeutic challenge, especially if already exposed to hedgehog (Hh) pathway inhibitor (HPI) therapy. Effectiveness after switching to another HPI still requires exploration.
Methods: This observational, descriptive study retrospectively evaluates the clinical outcomes of sonidegib in patients with vismodegib-treated locally advanced basal cell carcinoma in a real-world, multicenter cohort across nine centers. Twelve patients with histologically aggressive locally advanced basal cell carcinoma previously exposed to vismodegib for ",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,40973658,https://pubmed.ncbi.nlm.nih.gov/40973658/,Neoadjuvant Immuno-Chemotherapy Versus Neoadjuvant Chemoradiotherapy in Locally Advanced Oesophageal Squamous Cell Carcinoma.,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,2025,"OBJECTIVES: The chemoradiotherapy for oesophageal cancer followed by surgery study (CROSS) regimen has been the standard neoadjuvant treatment for oesophageal squamous cell carcinoma over the last decade. However, the emerging Neoadjuvant Immuno-Chemotherapy followed by Esophagectomy (NICE) regimen has shown promising potential. This study compares the treatment response and the long-term outcomes of NICE versus CROSS for oesophageal squamous cell carcinoma.
METHODS: We retrospectively analysed patients who underwent the NICE or the CROSS regimen between January 2018 and April 2022. NICE compr",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41607769,https://pubmed.ncbi.nlm.nih.gov/41607769/,Efficacy and safety of nivolumab plus chemotherapy in patients with advanced gastric cancer with massive ascites.,World journal of gastrointestinal oncology,2026,"BACKGROUND: Chemotherapy with an immune checkpoint inhibitor is one of the standard regimens for treating advanced gastric cancer (AGC). Ascites and peritoneal dissemination are common complications and poor prognostic factors of AGC; however, reports regarding its efficacy and safety in patients with AGC and massive ascites are limited.
AIM: To evaluate the safety and efficacy of nivolumab combined with chemotherapy in patients with AGC and ascites.
METHODS: We retrospectively collected clinical data from 124 patients with AGC who received chemotherapy plus nivolumab as first-line treatment f",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41555735,https://pubmed.ncbi.nlm.nih.gov/41555735/,Treatments for renal cell carcinoma: NICE Pilot Treatment Pathways Appraisal.,"Health technology assessment (Winchester, England)",2026,"Background: The National Institute for Health and Care Excellence is piloting a new approach to evaluating health technologies, which takes into consideration the full treatment pathway for a condition. This report describes the first pilot topic for the pathways process, which evaluated systemic treatments for advanced renal cell carcinoma.
Objectives: This pilot aimed to develop a decision model representing the treatment pathway that will be used to evaluate new technologies for advanced renal cell carcinoma. The pilot also evaluated a new treatment for renal cell carcinoma: cabozantinib (C",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41646492,https://pubmed.ncbi.nlm.nih.gov/41646492/,Eligibility and workload implications of adjuvant immunotherapy in patients with resected esophageal and gastroesophageal junction (ESO/GEJ) cancer.,ESMO gastrointestinal oncology,2025,"Background: The CheckMate (CM) 577 trial demonstrated the efficacy of 12 months of adjuvant nivolumab for esophageal (ESO)/gastroesophageal junction (GEJ) cancer patients with residual pathological disease after neoadjuvant chemoradiation. Nivolumab is now an approved and funded regimen in British Columbia (BC). This retrospective study examines its real-world eligibility and resource implications.
Materials and methods: We conducted an ethics board-approved chart review of patients who underwent CROSS chemoradiation at BC Cancer from January 2016 to December 2020. Patient eligibility was dete",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,42053562,https://pubmed.ncbi.nlm.nih.gov/42053562/,An evaluation of telisotuzumab vedotin for the treatment of non-squamous non-small cell lung cancer.,Expert opinion on biological therapy,2026,"INTRODUCTION: Advanced non-squamous non-small cell lung cancer (NSCLC) remains associated with substantial mortality despite major advances in targeted therapy and immuno-oncology. c-Met protein overexpression represents a biologically relevant and relatively prevalent phenotype that may define a therapeutically vulnerable population lacking canonical genomic drivers.
AREAS COVERED: This review examines the scientific rationale for targeting c-Met protein overexpression and critically evaluates telisotuzumab vedotin (Teliso-V), a c-Met-directed antibody-drug conjugate (ADC) delivering the cyto",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41681965,https://pubmed.ncbi.nlm.nih.gov/41681965/,"Neoadjuvant, Adjuvant and Perioperative Treatment in Early-Stage Non-Small Cell Lung Cancer (NSCLC) with Actionable Genomic Alterations: Current Landscape and Future Perspectives.",Cancers,2026,"Surgical resection remains the cornerstone of curative-intent treatment for both oncogene and non-oncogene addicted early-stage non-small cell lung cancer, with neoadjuvant/adjuvant chemotherapy providing only a modest benefit in terms of disease-free survival and overall survival. Currently, in non-small-cell lung cancer without actionable molecular alterations, the addition of neoadjuvant or perioperative immunotherapy to chemotherapy has become the standard of care for resectable disease, with significant improvements in the rates of complete pathological response, major pathological respon",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,39501482,https://pubmed.ncbi.nlm.nih.gov/39501482/,Nivolumab in patients with recurrent or metastatic squamous cell carcinoma of the head and neck: Results of Polish multicenter observational study.,International journal of cancer,2025,"Patients with head and neck squamous cell carcinoma (HNSCC) who have progressed following primary treatment (PT) have a poor prognosis. In this group, nivolumab has been demonstrated to significantly improve outcomes. This study presents the efficacy of nivolumab in Polish patients with recurrent and/or metastatic (R/M) HNSCC using real-world data. The analyzed group consisted of 324 adult patients with R/M HNSCC following platinum-based therapy. Patients were divided into 3 groups based on the time from completion of PT to nivolumab initiation (tPT-N): within 6 months (refractory), between 6 ",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41292221,https://pubmed.ncbi.nlm.nih.gov/41292221/,Neoadjuvant tislelizumab with chemoradiotherapy for resectable locally advanced esophageal squamous cell carcinoma.,"International journal of surgery (London, England)",2026,"BACKGROUND: Combining neoadjuvant immunotherapy with chemoradiotherapy may improve outcomes in esophageal cancer; however, factors underlying its effectiveness remain unclear. This study evaluated the efficacy of neoadjuvant tislelizumab combined with chemoradiotherapy and investigated changes in immunological indicators to identify individuals who may benefit from neoadjuvant treatment.
METHODS: This open-label, single-arm, single-institution phase II trial included 21 patients with newly diagnosed resectable esophageal cancer who received tislelizumab with chemoradiotherapy. Nineteen patient",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41724897,https://pubmed.ncbi.nlm.nih.gov/41724897/,Pathological Insights into the Limitations of Clinical and Dermoscopic Evaluations in Monitoring Sonidegib Treatment Response for Locally Advanced Basal Cell Carcinoma: A Real-World Study.,Dermatology and therapy,2026,"INTRODUCTION: Surgical excision is the standard treatment for basal cell carcinoma (BCC). For locally advanced BCC (laBCC) not suitable for surgery or radiotherapy, Hedgehog pathway inhibitors (HHIs) such as sonidegib are important options. Clinical observations have shown that sonidegib may lead to pigmentation and scarring, which can affect treatment evaluation. We evaluated the efficacy and safety of sonidegib in Chinese patients with laBCC and examined discrepancies between clinical/dermoscopic assessments and pathological findings, including posttreatment pathological changes.
METHODS: Th",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41175449,https://pubmed.ncbi.nlm.nih.gov/41175449/,A pilot study of nivolumab in combination with neoadjuvant and post-surgical chemotherapy in newly diagnosed ovarian cancer.,Gynecologic oncology,2025,"OBJECTIVE: To evaluate whether the addition of nivolumab to standard neoadjuvant chemotherapy (NACT) in previously untreated advanced-stage epithelial ovarian cancer (EOC) is safe and feasible.
METHODS: In this single-institution pilot study (NCT03245892), patients with advanced EOC for whom NACT was considered the most appropriate initial therapy option were treated with intravenous nivolumab 360 mg with standard carboplatin and dose-dense paclitaxel NACT every 3 weeks for 3-6 cycles. Patients then underwent interval cytoreductive surgery (ICS) followed by another 3 cycles of post-operative t",bge_m3,
7,ophtalmo,intérêt du vismodegib en traitement néoadjuvant du carcinome basocellulaire,41451788,https://pubmed.ncbi.nlm.nih.gov/41451788/,Immunomodulatory Effect of First-Line Cisplatin Versus Carboplatin in Response to Second-Line Nivolumab Therapy in Metastatic Non-Small Cell Lung Cancer.,Cancer investigation,2026,"BACKGROUND: Non-small cell lung cancer (NSCLC) treatment often involves a combination of first-line immunotherapy (IO) and chemotherapy, with platinum-based regimens as alternatives. Nivolumab monotherapy is a widely used second-line treatment post-platinum chemotherapy. This is the first study to explore the immunomodulatory effects of cisplatin in advanced NSCLC patients receiving nivolumab.
METHODS: This retrospective study included 186 metastatic NSCLC patients from four centers in Turkey. All patients received nivolumab after progression on platinum-based chemotherapy. Multivariate Cox re",bge_m3,
